post_id	thread_id	comment_text	label	prev_post_id	prev_post_label	prev_post_text	prev_sim	distance_score	thread_sim	RuncountNeg	RuncountPos	DistanceLbl0	DistanceLbl1	RelRuncount
post_4492842	post_117452	"I have recently noticed that my belly button smells but in my case im not overweight	 i had my bellybutton pierced but i took it out about 4 years ago	 i have not had any surgery done	 do not have any children. so i have no idea why it smells	 i wash it out with cocoa butter body scrub in the shower it helps a little it doesnt smell as bad. i didnt really read on anybody talking about what the odor smells like but mine smells like a bad case of diarreah(diarrhea)"	0	post_4383579	0.0	"My belly button is always crusty.    It doesn't ever smell or anything	 just always has crust in it. I normally try to pick it out and clean it because that is disgusting to me but then it just comes back within a couple days. What is going on?!"	0.6406295895576477	84	0.6352165937423706	71	12	0	71	14.285714285714285
post_4496140	post_117452	WoW Amazing I always thought I was like weird or something for having a smelly belly button and also having brown gunk in it. I have read most of the stories and they all say theyre overweight and I honestly believe thats the problem being overweight causes so many weird things in the body..I really hate this smell and when I stick my finger in my belly button it kinda hurts.	0	post_4492842	0.0	"I have recently noticed that my belly button smells but in my case im not overweight	 i had my bellybutton pierced but i took it out about 4 years ago	 i have not had any surgery done	 do not have any children. so i have no idea why it smells	 i wash it out with cocoa butter body scrub in the shower it helps a little it doesnt smell as bad. i didnt really read on anybody talking about what the odor smells like but mine smells like a bad case of diarreah(diarrhea)"	0.6486942172050476	85	0.587121844291687	72	12	0	72	14.117647058823529
post_4540249	post_117452	yeah i have always had this too.....im not over weight im actually pretty thin and i have an inny belly button ... it has always smelled but there is no discharge there is just sort of a crust that builds up if i dont clean it about once a week and the smell goes away for a few days if i clean it with alcohol ... i want to get rid of it but i dont know what it is or how to get rid of it nor what mehods to try.	0	post_4496140	0.0	WoW Amazing I always thought I was like weird or something for having a smelly belly button and also having brown gunk in it. I have read most of the stories and they all say theyre overweight and I honestly believe thats the problem being overweight causes so many weird things in the body..I really hate this smell and when I stick my finger in my belly button it kinda hurts.	0.6838213801383972	86	0.6569153666496277	73	12	0	73	13.953488372093023
post_4585708	post_117452	"Oh My Gosh.!!!! Thought I was the only one with this problem. A cure that worked for me is Tea Tree Oil. Recommended by a Friend in the Health Food Industry. I couldn't believe this. I tried EVERYTHING from alcohol to peroxide to powders	 to scrubbing that hole raw with a Q-tip. Nothing worked. As you know	 the smell is embarrassing...I poured a capful of Tea Tree Oil	 which is also an antiseptic cleanser	 into my navel	 let it marinade for a few minutes	 wipe with cotton ball or Q-tip	 and the stench dissappeared. It hasn't reappeared yet	 and thats been almost 5 Months. Thank you Lordy !!!!!!! Wish I had known about this 15 Years ago...    Hope this also works for You.!!!!"	1	post_4540249	0.0	yeah i have always had this too.....im not over weight im actually pretty thin and i have an inny belly button ... it has always smelled but there is no discharge there is just sort of a crust that builds up if i dont clean it about once a week and the smell goes away for a few days if i clean it with alcohol ... i want to get rid of it but i dont know what it is or how to get rid of it nor what mehods to try.	0.49710553884506226	87	0.5045665502548218	73	13	0	73	14.942528735632186
post_4590198	post_117452	Mine gets like this occasionally and too am a bit overweight. I find pouring a little tcp into my bellybutton whilst lying down then leaving ii for 2-3 mins helps as it is an antiseptic. Also making extra effort to clean the area whilst in bath/shower. Hope this helps.	1	post_4585708	1.0	"Oh My Gosh.!!!! Thought I was the only one with this problem. A cure that worked for me is Tea Tree Oil. Recommended by a Friend in the Health Food Industry. I couldn't believe this. I tried EVERYTHING from alcohol to peroxide to powders	 to scrubbing that hole raw with a Q-tip. Nothing worked. As you know	 the smell is embarrassing...I poured a capful of Tea Tree Oil	 which is also an antiseptic cleanser	 into my navel	 let it marinade for a few minutes	 wipe with cotton ball or Q-tip	 and the stench dissappeared. It hasn't reappeared yet	 and thats been almost 5 Months. Thank you Lordy !!!!!!! Wish I had known about this 15 Years ago...    Hope this also works for You.!!!!"	0.43159642815589905	88	0.4708913564682007	73	14	1	73	15.909090909090908
post_4617346	post_117452	"wow.    I feel such a kinship with y'all!    lol    I've had an issue with my itchy	 red	 crusty belly button on and off ever since I was a teenager.    (I'm 30 now)    Interestingly it disappeared for a few years and it just came back recently after I went swimming in a pool for the first time in years.    I think it must have thrown off the balance of my belly button flora or something.    I've been doing the tea tree oil for a day and I think it's helping... Glad to have found this discussion!"	0	post_4590198	1.0	Mine gets like this occasionally and too am a bit overweight. I find pouring a little tcp into my bellybutton whilst lying down then leaving ii for 2-3 mins helps as it is an antiseptic. Also making extra effort to clean the area whilst in bath/shower. Hope this helps.	0.5530415177345276	89	0.5717789530754089	74	14	2	74	15.730337078651685
post_4629429	post_117452	"This is the funniest thing in the world. Ive had this problem for the past year. I always wonder if my bf can smell it	 I know I can.. haha. I always forget to google it and here i am tonight at the center of the stinky belly button club. I'm going to google the teat tree and see what that is. I've tried eveything and nothing works... I had a tummy tuck 5 years ago and i put on some weight and since then I nottice that it started to smell.."	0	post_4617346	0.0	"wow.    I feel such a kinship with y'all!    lol    I've had an issue with my itchy	 red	 crusty belly button on and off ever since I was a teenager.    (I'm 30 now)    Interestingly it disappeared for a few years and it just came back recently after I went swimming in a pool for the first time in years.    I think it must have thrown off the balance of my belly button flora or something.    I've been doing the tea tree oil for a day and I think it's helping... Glad to have found this discussion!"	0.579976499080658	90	0.53788161277771	75	14	0	75	15.555555555555555
post_4654476	post_117452	"The last time this happened to me I was 12.    My mother put a little anti-fungal cream (think yeast infection medicine) into my navel and it went away almost immediately.    I have not had the problem since	 till just a few days ago.    I am 37 now.    Going to try the anti-fungal cream again to see if this clears it up.I should mention that my belly button does not hurt and is not really oozing anything ( I would go to the doctor for this) but it does smell really badly and is even a little itchy.I am a bit over-weight and have recently started working out alot to shed a few pounds.    I wonder if all that extra sweat is the cause.    Bigger people do tend to sweat a little more."	0	post_4629429	0.0	"This is the funniest thing in the world. Ive had this problem for the past year. I always wonder if my bf can smell it	 I know I can.. haha. I always forget to google it and here i am tonight at the center of the stinky belly button club. I'm going to google the teat tree and see what that is. I've tried eveything and nothing works... I had a tummy tuck 5 years ago and i put on some weight and since then I nottice that it started to smell.."	0.5879469513893127	91	0.6978178024291992	76	14	0	76	15.384615384615385
post_4659607	post_117452	"I am glad I found you! Yes I am overweight even more so since I had my 4th child.My button stinks and has so for a while now it is even worse since I had a tubal threw my belly button.I am going to try the tea tree oil and see if that works.I have tried alcohol and it take sit away for a short time but it returns when it dries	I have tried dring well after washing    but it returns.It is kind of embarrassing because if I can smell it who else can.I am glad I am not the only one there seems to be a bunch of us.Good Luck to all!"	0	post_4654476	0.0	"The last time this happened to me I was 12.    My mother put a little anti-fungal cream (think yeast infection medicine) into my navel and it went away almost immediately.    I have not had the problem since	 till just a few days ago.    I am 37 now.    Going to try the anti-fungal cream again to see if this clears it up.I should mention that my belly button does not hurt and is not really oozing anything ( I would go to the doctor for this) but it does smell really badly and is even a little itchy.I am a bit over-weight and have recently started working out alot to shed a few pounds.    I wonder if all that extra sweat is the cause.    Bigger people do tend to sweat a little more."	0.6320833563804626	92	0.5540148019790649	77	14	0	77	15.217391304347828
post_4815077	post_117452	"I am so happy I found this site. I have problems with my belly button	 with a yellow discharge	 but unfortunatly I didnt read anyone with the same symptoms I have. I always have this isssue with my belly button	 and shower once a day and dry my belly button completley. But when I get my period I have blood that comes out of my belly button. Its only when I have my period	 otherwise I get the discarge of yuckynes. I am overweight but have had this problem when I was much thinner. I am puzzled by this because it dosent hurt."	0	post_4659607	0.0	"I am glad I found you! Yes I am overweight even more so since I had my 4th child.My button stinks and has so for a while now it is even worse since I had a tubal threw my belly button.I am going to try the tea tree oil and see if that works.I have tried alcohol and it take sit away for a short time but it returns when it dries	I have tried dring well after washing    but it returns.It is kind of embarrassing because if I can smell it who else can.I am glad I am not the only one there seems to be a bunch of us.Good Luck to all!"	0.6072574853897095	93	0.628943145275116	78	14	0	78	15.053763440860216
post_4859280	post_117452	"I happened to have scratched my belly button the other night and scratched out some crusty brown smelly stuff. It smells like a period.    You know?    I am just ending my period now	 so it must be related!    But I noticed some liquid/discharge and thought I had scratched my belly button open and my umbilical cord was leaking out or something haha. I am like fifteen pounds overweight so I started thinking about yeast infections	 and I just by chance typed in ""bellybutton discharge"" into yahoo thinking it was a shot in the dark	 but look at all these people with the same problem! I think Im gonna watch my diet and try to use some kind of antibacterial cream on my belly button. How silly is this problem!?"	0	post_4815077	0.0	"I am so happy I found this site. I have problems with my belly button	 with a yellow discharge	 but unfortunatly I didnt read anyone with the same symptoms I have. I always have this isssue with my belly button	 and shower once a day and dry my belly button completley. But when I get my period I have blood that comes out of my belly button. Its only when I have my period	 otherwise I get the discarge of yuckynes. I am overweight but have had this problem when I was much thinner. I am puzzled by this because it dosent hurt."	0.7575312852859497	94	0.705583393573761	79	14	0	79	14.893617021276595
post_4940465	post_117452	"I too have    stinky belly button that comes and goes.    I have found that it is contributed to a body yeast infection.    I didn't know you could have body yeast infection until a few years ago when I had it under my big breasts	 I have always had large breasts but never this problem until then.    Don't understand why or how	 but it happens	 maybe the body is weak and cannot fight it as good as it use to	 who knows.    But the doctor told me I had body yeast infection	 he said it could spread to other parts of your body if not taken care of .    So even if you have a vaginal yeast infection take care of it right away because that too can spread.    So after the medication the stinky belly button went away too.    Also I am borderline diabetic now and feel that is why my resistance that I had earlier in life is causing me to have these yeast infections.    It doesn't have to do with your weight	 although I am heavy	 it is A YEAST INFECTION and you need oral medication to get rid of it in you whole body."	1	post_4859280	0.0	"I happened to have scratched my belly button the other night and scratched out some crusty brown smelly stuff. It smells like a period.    You know?    I am just ending my period now	 so it must be related!    But I noticed some liquid/discharge and thought I had scratched my belly button open and my umbilical cord was leaking out or something haha. I am like fifteen pounds overweight so I started thinking about yeast infections	 and I just by chance typed in ""bellybutton discharge"" into yahoo thinking it was a shot in the dark	 but look at all these people with the same problem! I think Im gonna watch my diet and try to use some kind of antibacterial cream on my belly button. How silly is this problem!?"	0.5538184642791748	95	0.6084561944007874	79	15	0	79	15.789473684210526
post_4951969	post_117452	i have the same problem its like a smelly discharge in my belly button and i get it every day. Its only just started and i've never had it before. I dont have belly button peircings. I'm 17 years old. And i'm not overweight can anyone help?	0	post_4940465	1.0	"I too have    stinky belly button that comes and goes.    I have found that it is contributed to a body yeast infection.    I didn't know you could have body yeast infection until a few years ago when I had it under my big breasts	 I have always had large breasts but never this problem until then.    Don't understand why or how	 but it happens	 maybe the body is weak and cannot fight it as good as it use to	 who knows.    But the doctor told me I had body yeast infection	 he said it could spread to other parts of your body if not taken care of .    So even if you have a vaginal yeast infection take care of it right away because that too can spread.    So after the medication the stinky belly button went away too.    Also I am borderline diabetic now and feel that is why my resistance that I had earlier in life is causing me to have these yeast infections.    It doesn't have to do with your weight	 although I am heavy	 it is A YEAST INFECTION and you need oral medication to get rid of it in you whole body."	0.5492359399795532	96	0.6218808889389038	80	15	1	80	15.625
post_4986270	post_117452	"I have the same problem for the past 10 years!! I thought I was the only person with this because no one would admit to sharing the same experience	 so I had to face my doctor with this embarassing question as to why my belly smell.    I have an inny after showering	 water gets trapped and moisture and sweat causes bacterial fungus.    Sometimes you will notice your belly feeling a bit itchy.    He prescribed Lotrisone Cream and it took care of the problem until it is that time of the month when women starts bloating and pushes the belly button out a bit causing water to trapped in the belly when the belly goes back to normal after your cycle.    If you don't want to go to the doctor's for a prescription	 over the counter bacitracin works just as well. Place some on a clean qtip and clean your belly for 1-3 days	 it will take care of the problem. Good Luck"	0	post_4951969	0.0	i have the same problem its like a smelly discharge in my belly button and i get it every day. Its only just started and i've never had it before. I dont have belly button peircings. I'm 17 years old. And i'm not overweight can anyone help?	0.6554227471351624	97	0.7266001105308533	81	15	0	81	15.463917525773196
post_4996774	post_117452	"hi people:)I m glad that i foun this forum. I found many good explanation and i think i found what i was trying to find i just need the proof.The thing is we have not excatly same thing that why it is very import to read carefully and find what is your exact problem. Here is my story i hope it will be helpfull to some of you.First of i want to mention i am 30 years old	 i m not ovwerweight and i thin my bellybuttom    is not so deeo	 i think it is quite ordinary. I have this for couple of years	 dont know exactly how long because before i didnt paid attention. But this year it become worth	 since i have it very often bow	 before it was very seldom	 therefore didint paid so much attention. But i have only terrible smell and my bellybuttom is redish and i get this discharge which dryies out later. So I dont have any pain	 or irritation or anything	 so nothing bothers me at all only terrible smell.And i was diagnosed in Baku	 i didnt belived the verdict (since i really didnt want the operation) and apparetly diagnose were correct.Adn i want to thank Fuzz	 who had here mediccal artical	 so my diagnose was:Urachal remnants	 this smells is urine. And i was told it small operation to fix this.And i just want to mention the doctor in Baku said this desease is occurs very seldom	 Even though you see here a lot of people haveing the same problem still this is not much	 so very are a seldom case.But i didnt belive and wend to doctor in Norway	 since i live here now. Diagnos here was fungal infection	 i got a cream and used for 2 week nothing has changed.Now i m going to print all the medical articles relevant to this and go to doctor again. Recomend to do the same!good luck to every one and thnaks for you comments"	0	post_4986270	0.0	"I have the same problem for the past 10 years!! I thought I was the only person with this because no one would admit to sharing the same experience	 so I had to face my doctor with this embarassing question as to why my belly smell.    I have an inny after showering	 water gets trapped and moisture and sweat causes bacterial fungus.    Sometimes you will notice your belly feeling a bit itchy.    He prescribed Lotrisone Cream and it took care of the problem until it is that time of the month when women starts bloating and pushes the belly button out a bit causing water to trapped in the belly when the belly goes back to normal after your cycle.    If you don't want to go to the doctor's for a prescription	 over the counter bacitracin works just as well. Place some on a clean qtip and clean your belly for 1-3 days	 it will take care of the problem. Good Luck"	0.47297656536102295	98	0.5233834385871887	82	15	0	82	15.306122448979592
post_4997817	post_117452	"i used to get that all the time	 mainly like once a month and i hated lying with my boy friend because he would put his hand on my belly and i always got funny	 but since i had an appendicitus my problem has gone	 i think it was from the puss that was inside my body from my appendix. you may think about getting checked out because its been 5 months since i have had any problems touch wood it wont come back!i hope it gets better. x"	0	post_4996774	0.0	"hi people:)I m glad that i foun this forum. I found many good explanation and i think i found what i was trying to find i just need the proof.The thing is we have not excatly same thing that why it is very import to read carefully and find what is your exact problem. Here is my story i hope it will be helpfull to some of you.First of i want to mention i am 30 years old	 i m not ovwerweight and i thin my bellybuttom    is not so deeo	 i think it is quite ordinary. I have this for couple of years	 dont know exactly how long because before i didnt paid attention. But this year it become worth	 since i have it very often bow	 before it was very seldom	 therefore didint paid so much attention. But i have only terrible smell and my bellybuttom is redish and i get this discharge which dryies out later. So I dont have any pain	 or irritation or anything	 so nothing bothers me at all only terrible smell.And i was diagnosed in Baku	 i didnt belived the verdict (since i really didnt want the operation) and apparetly diagnose were correct.Adn i want to thank Fuzz	 who had here mediccal artical	 so my diagnose was:Urachal remnants	 this smells is urine. And i was told it small operation to fix this.And i just want to mention the doctor in Baku said this desease is occurs very seldom	 Even though you see here a lot of people haveing the same problem still this is not much	 so very are a seldom case.But i didnt belive and wend to doctor in Norway	 since i live here now. Diagnos here was fungal infection	 i got a cream and used for 2 week nothing has changed.Now i m going to print all the medical articles relevant to this and go to doctor again. Recomend to do the same!good luck to every one and thnaks for you comments"	0.4974011480808258	99	0.4898119568824768	83	15	0	83	15.151515151515152
post_5021388	post_117452	"I had smelly navel discharge a week ago	 I was really worried about it	 I felt a little pain too	 I went to my doctor and she said it was not that serious	 its just a fungal infection so she gave me a cream called Neo Synalar	 I applied it 2 times a day for 3 days and it was gone now. Hope it never go back again."	0	post_4997817	0.0	"i used to get that all the time	 mainly like once a month and i hated lying with my boy friend because he would put his hand on my belly and i always got funny	 but since i had an appendicitus my problem has gone	 i think it was from the puss that was inside my body from my appendix. you may think about getting checked out because its been 5 months since i have had any problems touch wood it wont come back!i hope it gets better. x"	0.6173926591873169	100	0.5966401696205139	84	15	0	84	15.0
post_5053792	post_117452	"Hey    Guys	Well for starters I am overly excited right now that I am not the only one with this problem. I used to be overweight well a lot more than I am now haha	 and thats when i first noticed the problem. I got to say it is very embarrasing	 if you work close with other people. The problem went away for me as soon as i lost some weight	 yup it was like magic... But a few months later as I gained a few pounds like 5lb the problem is back... I also suffer from PCOS and have very irregular periods	 I read that some people in here suffer from diabetes and that scares me. Maybe I should go see my Family Physician for this... Best of luck to all !"	0	post_5021388	0.0	"I had smelly navel discharge a week ago	 I was really worried about it	 I felt a little pain too	 I went to my doctor and she said it was not that serious	 its just a fungal infection so she gave me a cream called Neo Synalar	 I applied it 2 times a day for 3 days and it was gone now. Hope it never go back again."	0.422799289226532	101	0.42899051308631897	85	15	0	85	14.85148514851485
post_5121552	post_117452	"im glad i read this iv been very overweight for a few years and noticed the smell some time ago i use detol on a qtip and it gets rid of the smell for a week and i find it 2 be graduaLLY GETTING BETTER. I have another problem at d moment just above my vagina under d crease of my belly	 i have a stinging red rash and the smell that comes from my belly button is coming from that also. would t b because im overweight and that area also dosnt get any air and i tend to sweat there this is really buging me as it unlike the bellybutton is VERY agitating i would really apreciate if someone could help me solve this problem thanks"	0	post_5053792	0.0	"Hey    Guys	Well for starters I am overly excited right now that I am not the only one with this problem. I used to be overweight well a lot more than I am now haha	 and thats when i first noticed the problem. I got to say it is very embarrasing	 if you work close with other people. The problem went away for me as soon as i lost some weight	 yup it was like magic... But a few months later as I gained a few pounds like 5lb the problem is back... I also suffer from PCOS and have very irregular periods	 I read that some people in here suffer from diabetes and that scares me. Maybe I should go see my Family Physician for this... Best of luck to all !"	0.5195060968399048	102	0.6834268569946289	86	15	0	86	14.705882352941178
post_5128584	post_117452	"Hi to you all suffering from a stinky belly button	 it looks to me that there appears to be some correlation between PCOS and belly button odour and discharge	 I suffer from pcos and am slightly over weight around the middle and it is a constant battle to care for the embarrassing odour from my navel I have had the most success from making sure I dont have a waistband too tight around my belly button and also I swim regularly and this really helps	 aswell as dabbing some salt water soaked cotton into it     with no friction and making sure it is dried	good luck girls"	0	post_5121552	0.0	"im glad i read this iv been very overweight for a few years and noticed the smell some time ago i use detol on a qtip and it gets rid of the smell for a week and i find it 2 be graduaLLY GETTING BETTER. I have another problem at d moment just above my vagina under d crease of my belly	 i have a stinging red rash and the smell that comes from my belly button is coming from that also. would t b because im overweight and that area also dosnt get any air and i tend to sweat there this is really buging me as it unlike the bellybutton is VERY agitating i would really apreciate if someone could help me solve this problem thanks"	0.7046191096305847	103	0.6637107729911804	87	15	0	87	14.563106796116504
post_5178571	post_117452	"This ""discharge"" has happened twice to me so far. I just went into the restroom and saw it again..it starts with the very light brown crust and then when I stick my finger in there it a thick mucussy feeling! I have finally decided to look on the internet about it and found this site! I am so glad to know that I am not the only one with this nasty thing! I am 17 and am overweight and that's what I believed was the reason of the odor and discharge	 but a lot of you had made me realize that it may not be the only factor!My problem is that I am terribly self-conscous and do NOT want to go to the doctor so if anyone has been to the doctor and knows what this disgusting thing is...please please let me know!Thank Ya'll so much!"	0	post_5128584	0.0	"Hi to you all suffering from a stinky belly button	 it looks to me that there appears to be some correlation between PCOS and belly button odour and discharge	 I suffer from pcos and am slightly over weight around the middle and it is a constant battle to care for the embarrassing odour from my navel I have had the most success from making sure I dont have a waistband too tight around my belly button and also I swim regularly and this really helps	 aswell as dabbing some salt water soaked cotton into it     with no friction and making sure it is dried	good luck girls"	0.5274753570556641	104	0.5767844915390015	88	15	0	88	14.423076923076922
post_5178591	post_117452	"i started having a smelly belly button when i was 4 months pregnant . now my daughter is 3 months and i still have that smell in there . during the pregnancy i didnt have any infections except for 1 month prior to birth i had a u.t.i [urinary tract infection] . and i was wondering what can make it go away? ive tried alcohol 	 washing it out everyday 	 blowdrying 	 and salt water . i dont know what else to try any new suggestions ?"	0	post_5178571	0.0	"This ""discharge"" has happened twice to me so far. I just went into the restroom and saw it again..it starts with the very light brown crust and then when I stick my finger in there it a thick mucussy feeling! I have finally decided to look on the internet about it and found this site! I am so glad to know that I am not the only one with this nasty thing! I am 17 and am overweight and that's what I believed was the reason of the odor and discharge	 but a lot of you had made me realize that it may not be the only factor!My problem is that I am terribly self-conscous and do NOT want to go to the doctor so if anyone has been to the doctor and knows what this disgusting thing is...please please let me know!Thank Ya'll so much!"	0.46961912512779236	105	0.553473174571991	89	15	0	89	14.285714285714285
post_5178745	post_117452	"Hi	 I'm 21	 I used to have this problem a few months ago	 I    had it for quite a while as I was too embarrassed to see anyone about it.I have quite a deep belly button	 I had foul smelling discharge	 some days it would be sore and when I tried to clean it	 it sometimes bled.Looking at info on various websites it pointed to a yeast infection. I used an anti fungal cream	 I'm in the UK so I used Canesten 1% Cream (normally used for nappy rash	 I'm not sure what the equivalent outside the UK would be). I would also use talcum powder to keep it dry. I used the cream 3 times a day	 each time I applied it I also put talcum power lightly over the top to help keep it dry. And made extra care to dry it properly after showering or exercising. Even though after 2 week all signs of infection had gone	 I carried on treating it for an extra week as I searched for info and a lot of sites said that the infection can stay around even though it looks like it's gone. I no longer have the infection	 but I continue to use talcum powder to keep it dry."	0	post_5178591	0.0	"i started having a smelly belly button when i was 4 months pregnant . now my daughter is 3 months and i still have that smell in there . during the pregnancy i didnt have any infections except for 1 month prior to birth i had a u.t.i [urinary tract infection] . and i was wondering what can make it go away? ive tried alcohol 	 washing it out everyday 	 blowdrying 	 and salt water . i dont know what else to try any new suggestions ?"	0.5336726307868958	106	0.6240878105163574	90	15	0	90	14.150943396226415
post_5223023	post_117452	"Omg	 I thought I was so weird for this...thank god for Internet and people asking questions...sheesh..I get this same exact problem. I am alittle over weight and I wear like 3 shirts everyday..when I fall asleep with them all on plus a hoodie	 thats when the funk gets in there..So judging by what everyone has said here im thinkin its from sweat and lack of oxygen. Note to Self: dont wear sooo many layers all the time lolThanks guys!!"	0	post_5178745	0.0	"Hi	 I'm 21	 I used to have this problem a few months ago	 I    had it for quite a while as I was too embarrassed to see anyone about it.I have quite a deep belly button	 I had foul smelling discharge	 some days it would be sore and when I tried to clean it	 it sometimes bled.Looking at info on various websites it pointed to a yeast infection. I used an anti fungal cream	 I'm in the UK so I used Canesten 1% Cream (normally used for nappy rash	 I'm not sure what the equivalent outside the UK would be). I would also use talcum powder to keep it dry. I used the cream 3 times a day	 each time I applied it I also put talcum power lightly over the top to help keep it dry. And made extra care to dry it properly after showering or exercising. Even though after 2 week all signs of infection had gone	 I carried on treating it for an extra week as I searched for info and a lot of sites said that the infection can stay around even though it looks like it's gone. I no longer have the infection	 but I continue to use talcum powder to keep it dry."	0.3700883984565735	107	0.3508826196193695	91	15	0	91	14.018691588785046
post_5252547	post_117452	"i was reading through earlier posts and would like to add that i have the same problem and have had it for years	 i am not overweight	 have never had an operation	 or children. i clean my belly button every day in shower and dry it with a q tip. also noticed blood at times. i am now going to go to doc about the hernia thing... i was born with one so maybe that could be the issue.. and it stinks so bad.. only thing i noticed covers the smell for me is dettol..!! but it stings and hurts for hours after using this.."	0	post_5223023	0.0	"Omg	 I thought I was so weird for this...thank god for Internet and people asking questions...sheesh..I get this same exact problem. I am alittle over weight and I wear like 3 shirts everyday..when I fall asleep with them all on plus a hoodie	 thats when the funk gets in there..So judging by what everyone has said here im thinkin its from sweat and lack of oxygen. Note to Self: dont wear sooo many layers all the time lolThanks guys!!"	0.42531901597976685	108	0.6741810441017151	92	15	0	92	13.88888888888889
post_5286261	post_117452	I have the same problem (off and on).    It seems to be worse having getting pregnant and gaining a lot of weight.    I found a really great link that offers great advice and help.It's http://hubpages.com/hub/Belly-button-dischargeI really think this should be more of a focal area for research because there are just too many peeps with the same issue and unlike our ears that produce wax and are exposed to air and elements in the air~our belly buttons remain for the most part of the time covered.    I would be interested in learning if having an 'inny' button as opposed to an 'outty' has any signifigance in health issues.    Like one member I think named Mike said he does feel kinda weak at times when there is discharge and I also have noticed the same correlation but blew it off because I figured I'm twirling a toothpick in a very delicate area and honestly I don't want to have my guts start leaking out or something since it is such a 'mysterious' area.    And I'm beginning to think the doctors are only as good as their instructor and how dedicated they were to learn about the human body during college while cramming for exams and just getting through the hoops to get that piece of paper that says now you can dedicate sleepless nights as an intern.    You get my drift. We have to pull together as people with the same problem and formulate our own method to finding the cause(s) and connections and hopefully a cure to prevent it from reoccurring.	1	post_5252547	0.0	"i was reading through earlier posts and would like to add that i have the same problem and have had it for years	 i am not overweight	 have never had an operation	 or children. i clean my belly button every day in shower and dry it with a q tip. also noticed blood at times. i am now going to go to doc about the hernia thing... i was born with one so maybe that could be the issue.. and it stinks so bad.. only thing i noticed covers the smell for me is dettol..!! but it stings and hurts for hours after using this.."	0.56037437915802	109	0.4969157874584198	92	16	0	92	14.678899082568808
post_5295993	post_117452	"i have this problem aswell :/Its bugging me cos i always thought it was when i was on my period	 but i went on the pill when i was 15 and is still a problem its getting worse and worse...I am overweight but i have a healthy lifestyle and i am loosing weight gradually.I do try and wash it everyday with anti-bacterial or salt water and does help a little but it does make me very self conscious."	0	post_5286261	1.0	I have the same problem (off and on).    It seems to be worse having getting pregnant and gaining a lot of weight.    I found a really great link that offers great advice and help.It's http://hubpages.com/hub/Belly-button-dischargeI really think this should be more of a focal area for research because there are just too many peeps with the same issue and unlike our ears that produce wax and are exposed to air and elements in the air~our belly buttons remain for the most part of the time covered.    I would be interested in learning if having an 'inny' button as opposed to an 'outty' has any signifigance in health issues.    Like one member I think named Mike said he does feel kinda weak at times when there is discharge and I also have noticed the same correlation but blew it off because I figured I'm twirling a toothpick in a very delicate area and honestly I don't want to have my guts start leaking out or something since it is such a 'mysterious' area.    And I'm beginning to think the doctors are only as good as their instructor and how dedicated they were to learn about the human body during college while cramming for exams and just getting through the hoops to get that piece of paper that says now you can dedicate sleepless nights as an intern.    You get my drift. We have to pull together as people with the same problem and formulate our own method to finding the cause(s) and connections and hopefully a cure to prevent it from reoccurring.	0.4652577340602875	110	0.4437851309776306	93	16	1	93	14.545454545454545
post_5308362	post_117452	"I have this problem too	 I sometimes get a sore bbutton the week before my period and i think it is sometimes due to the metal buttons on jeans and trousers - they irrate the skin. I use baby powder to keep the area dry."	0	post_5295993	0.0	"i have this problem aswell :/Its bugging me cos i always thought it was when i was on my period	 but i went on the pill when i was 15 and is still a problem its getting worse and worse...I am overweight but i have a healthy lifestyle and i am loosing weight gradually.I do try and wash it everyday with anti-bacterial or salt water and does help a little but it does make me very self conscious."	0.43844592571258545	111	0.3653522729873657	94	16	0	94	14.414414414414415
post_5318039	post_117452	"I really dont think you should all just think that its normal or it will go away	b/c i had this problem for about a yr now and decided to go to the doc	 i have to have surgery for a urethal cyst and a hernia	 the doc said it's definately not normal to have leakage and it may be an infection also	you should probably look into it if it has been going on for awhile!!!"	0	post_5308362	0.0	"I have this problem too	 I sometimes get a sore bbutton the week before my period and i think it is sometimes due to the metal buttons on jeans and trousers - they irrate the skin. I use baby powder to keep the area dry."	0.41999125480651855	112	0.4599350392818451	95	16	0	95	14.285714285714285
post_5328314	post_117452	"Hi Guys. I a overwieght and I get b/button probs. I have a solution that is cheap	 simple and iradicates smell. Afterthe shower and that must be every day	 dry the area with a q tip very gently so as not to disturb the delicate skin. When it gets sore use a couple of drops of tea tree oil with abase oil or an egg cup full of warm water. Wipe the soulotion round inside with a bud untill bad smell is gone. Then dry it with another	 the skin inside is delicate so be careful and nice and gentle. Tea tree oil is a naturally drying oil so et it do its thing. one go at this should be enough but if not repeat again each night until its gone. I also find a little powder in thee after you have dried it after the shower helps stop in coming in the first place. Good luck to all those poor little pink belly buttons.Ani69"	1	post_5318039	0.0	"I really dont think you should all just think that its normal or it will go away	b/c i had this problem for about a yr now and decided to go to the doc	 i have to have surgery for a urethal cyst and a hernia	 the doc said it's definately not normal to have leakage and it may be an infection also	you should probably look into it if it has been going on for awhile!!!"	0.4488750100135803	113	0.5138756036758423	95	17	0	95	15.04424778761062
